,Unnamed: 0,title,vote_average,genres
8293,8293,Destiny,7.4,Thriller
8294,8294,The Sheik,6.3,Action
8295,8295,Häxan,7.5,Horror
8296,8296,The Man from Beyond,0.0,Sin Dato
8297,8297,The Hunchback of Notre Dame,6.4,Drama
8298,8298,Why Worry?,6.0,Comedy
8299,8299,He Who Gets Slapped,7.2,Drama
8300,8300,The Marriage Circle,5.6,Comedy
8301,8301,"Sherlock, Jr.",8.1,Fantasy
8302,8302,The Big Parade,7.0,Drama
8303,8303,The Freshman,7.7,Comedy
8304,8304,Greed,7.5,Drama
8305,8305,The Phantom of the Opera,7.0,Drama
8306,8306,The Jazz Singer,6.4,Drama
8307,8307,October (Ten Days that Shook the World),6.5,Documentary
8308,8308,Old San Francisco,0.0,Drama
8309,8309,The Unknown,7.6,Drama
8310,8310,Pandora's Box,7.6,Drama
8311,8311,The Cameraman,8.1,Comedy
8312,8312,The Fall of the House of Usher,7.5,Drama
8313,8313,The Crowd,7.4,Drama
8314,8314,The Man Who Laughs,7.4,Drama
8315,8315,Sadie Thompson,6.4,Drama
8316,8316,"Steamboat Bill, Jr.",7.9,Action
8317,8317,Applause,6.6,Drama
8318,8318,Un chien andalou,7.5,Drama
8319,8319,Little Caesar,6.9,Drama
8320,8320,L'Âge d'Or,6.7,Romance
8321,8321,The Champ,6.8,Drama
8322,8322,Monkey Business,7.1,Music
8323,8323,Night Nurse,6.2,Crime
8324,8324,Boudu Saved from Drowning,6.9,Comedy
8325,8325,Doctor X,5.8,Thriller
8326,8326,Land Without Bread,6.5,Documentary
8327,8327,The Old Dark House,6.7,Drama
8328,8328,Rasputin and the Empress,4.0,Drama
8329,8329,Scarface,7.5,Action
8330,8330,Shanghai Express,6.5,Romance
8331,8331,"I Was Born, But...",7.0,Comedy
8332,8332,Vampyr,7.2,Drama
8333,8333,What Price Hollywood?,5.7,Drama
8334,8334,Dinner at Eight,6.5,Comedy
8335,8335,The Ghoul,5.0,Romance
8336,8336,Gold Diggers of 1933,7.2,Comedy
8337,8337,Island of Lost Souls,7.0,Adventure
8338,8338,Lady for a Day,6.2,Comedy
8339,8339,She Done Him Wrong,5.2,Comedy
8340,8340,The Son of Kong,5.2,Adventure
8341,8341,The Vampire Bat,5.0,Horror
8342,8342,Wild Boys of the Road,6.2,Drama
8343,8343,L'Atalante,7.3,Romance
8344,8344,The Barretts of Wimpole Street,4.7,Drama
8345,8345,The Black Cat,6.5,Horror
8346,8346,Imitation of Life,6.1,Drama
8347,8347,The Lawless Frontier,4.0,Action
8348,8348,The Lost Patrol,5.9,Action
8349,8349,The Merry Widow,6.2,Comedy
8350,8350,The Scarlet Pimpernel,7.1,Action
8351,8351,Toni,7.1,Drama
8352,8352,Bonnie Scotland,7.1,Comedy
8353,8353,The Informer,6.5,Drama
8354,8354,Mark of the Vampire,6.1,Horror
8355,8355,The Raven,6.8,Horror
8356,8356,Werewolf of London,6.4,Fantasy
8357,8357,The Crime of Monsieur Lange,6.2,Drama
8358,8358,Fury,7.5,Crime
8359,8359,Libeled Lady,6.6,Comedy
8360,8360,Mr. Deeds Goes to Town,7.3,Comedy
8361,8361,The Petrified Forest,7.1,Crime
8362,8362,Revolt of the Zombies,3.0,Horror
8363,8363,Show Boat,7.5,Music
8364,8364,These Three,7.2,Drama
8365,8365,Wife vs. Secretary,6.5,Comedy
8366,8366,Camille,6.8,Drama
8367,8367,Captains Courageous,6.7,Adventure
8368,8368,Dead End,7.1,Crime
8369,8369,Double Wedding,7.5,Comedy
8370,8370,Nothing Sacred,6.6,Comedy
8371,8371,The Prisoner of Zenda,8.4,Adventure
8372,8372,Stage Door,6.2,Comedy
8373,8373,Topper,6.2,Comedy
8374,8374,The Big Broadcast of 1938,7.0,Sin Dato
8375,8375,The Dawn Patrol,6.3,Action
8376,8376,Holiday,7.0,Comedy
8377,8377,The Shopworn Angel,6.5,Drama
8378,8378,Gaslight,7.1,Thriller
8379,8379,Intermezzo: A Love Story,8.3,Drama
8380,8380,The Roaring Twenties,7.5,Crime
8381,8381,Wuthering Heights,7.4,Drama
8382,8382,The Story of the Last Chrysanthemum,7.7,Romance
8383,8383,Abe Lincoln in Illinois,6.0,Drama
8384,8384,Boom Town,6.5,Adventure
8385,8385,Brother Orchid,6.7,Drama
8386,8386,"Edison, the Man",6.0,History
8387,8387,The Letter,7.4,Crime
8388,8388,The Sea Hawk,7.2,Action
8389,8389,Ball of Fire,7.4,Comedy
8390,8390,The 47 Ronin,6.9,Drama
8391,8391,Here Comes Mr. Jordan,6.0,Comedy
8392,8392,In the Navy,6.2,Comedy
8393,8393,It Started with Eve,7.7,Comedy
8394,8394,Never Give a Sucker an Even Break,7.2,Comedy
8395,8395,That Uncertain Feeling,7.0,Comedy
8396,8396,Across the Pacific,6.5,Adventure
8397,8397,All Through the Night,6.2,Comedy
8398,8398,Gentleman Jim,7.1,Comedy
8399,8399,The Hard Way,7.3,Drama
8400,8400,My Favorite Blonde,4.3,Comedy
8401,8401,Why We Fight: Prelude to War,5.6,Documentary
8402,8402,Random Harvest,6.7,Drama
8403,8403,Tales of Manhattan,6.9,Comedy
8404,8404,Action in the North Atlantic,7.0,Drama
8405,8405,A Guy Named Joe,6.0,Drama
8406,8406,Heaven Can Wait,6.9,Fantasy
8407,8407,The Heavenly Body,5.5,Comedy
8408,8408,The Memphis Belle: A Story of a Flying Fortress,5.0,Documentary
8409,8409,Mr. Lucky,6.4,Comedy
8410,8410,Thousands Cheer,7.0,Comedy
8411,8411,Day of Wrath,8.3,Drama
8412,8412,Cover Girl,6.4,Comedy
8413,8413,The Curse of the Cat People,5.8,Drama
8414,8414,Henry V,7.0,Drama
8415,8415,Torment,6.9,Drama
8416,8416,The Mask of Dimitrios,6.1,Thriller
8417,8417,Ministry of Fear,6.5,Crime
8418,8418,The Miracle of Morgan’s Creek,6.7,Comedy
8419,8419,Mr. Skeffington,6.8,Drama
8420,8420,Mrs. Parkington,6.6,Drama
8421,8421,Passage to Marseille,6.4,Adventure
8422,8422,The White Cliffs of Dover,4.7,Drama
8423,8423,The Woman in the Window,7.5,Drama
8424,8424,The Enchanted Cottage,5.4,Drama
8425,8425,Isle of the Dead,5.6,Horror
8426,8426,"Ivan the Terrible, Part I",7.0,Drama
8427,8427,The Southerner,5.7,Drama
8428,8428,They Were Expendable,6.0,Drama
8429,8429,A Tree Grows in Brooklyn,7.3,Drama
8430,8430,The Beast with Five Fingers,6.8,Thriller
8431,8431,The Blue Dahlia,6.6,Crime
8432,8432,The Dark Mirror,6.3,Thriller
8433,8433,Deception,5.9,Drama
8434,8434,Great Expectations,7.2,Drama
8435,8435,Humoresque,7.1,Drama
8436,8436,Shoeshine,7.6,Drama
8437,8437,The Stranger,7.0,Crime
8438,8438,Mourning Becomes Electra,6.7,Drama
8439,8439,Nightmare Alley,7.4,Drama
8440,8440,Odd Man Out,7.3,Drama
8441,8441,Road to Rio,6.5,Comedy
8442,8442,The Two Mrs. Carrolls,6.0,Crime
8443,8443,3 Godfathers,6.1,Action
8444,8444,B.F.'s Daughter,6.0,Romance
8445,8445,The Babe Ruth Story,5.0,Drama
8446,8446,Easter Parade,6.7,Comedy
8447,8447,Fort Apache,6.8,Western
8448,8448,The Lady from Shanghai,7.2,Crime
8449,8449,Letter from an Unknown Woman,8.1,Drama
8450,8450,Louisiana Story,6.5,Drama
8451,8451,The Naked City,7.2,Crime
8452,8452,The Pirate,6.6,Music
8453,8453,They Live by Night,6.5,Drama
8454,8454,The Three Musketeers,6.2,Romance
8455,8455,Unfaithfully Yours,7.8,Comedy
8456,8456,Yellow Sky,6.7,Crime
8457,8457,The Barkleys of Broadway,7.4,Comedy
8458,8458,In the Good Old Summertime,6.7,Comedy
8459,8459,A Letter to Three Wives,6.8,Drama
8460,8460,Orpheus,8.0,Drama
8461,8461,The Secret Garden,6.7,Drama
8462,8462,The Story of Seabiscuit,4.5,Drama
8463,8463,Annie Get Your Gun,7.3,Action
8464,8464,Les Enfants Terribles,6.7,Drama
8465,8465,The Gunfighter,6.7,Western
8466,8466,King Solomon's Mines,6.3,Action
8467,8467,Los Olvidados,7.9,Crime
8468,8468,Scandal,6.6,Drama
8469,8469,Summer Stock,6.5,Music
8470,8470,Europe '51,7.1,Drama
8471,8471,Carbine Williams,6.6,Crime
8472,8472,Carrie,5.3,Drama
8473,8473,Clash by Night,6.8,Drama
8474,8474,The Prisoner of Zenda,6.9,Adventure
8475,8475,The Life of Oharu,8.4,Drama
8476,8476,Son of Paleface,6.2,Comedy
8477,8477,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,6.7,Comedy
8478,8478,Gun Fury,5.5,Crime
8479,8479,Gate of Hell,6.6,History
8480,8480,Man on a Tightrope,5.3,Thriller
8481,8481,The Titfield Thunderbolt,7.3,Comedy
8482,8482,The Belles of St. Trinian's,6.4,Comedy
8483,8483,The Crucified Lovers,7.6,Drama
8484,8484,French Cancan,6.4,Romance
8485,8485,It Should Happen to You,7.7,Comedy
8486,8486,"The Long, Long Trailer",7.3,Comedy
8487,8487,Magnificent Obsession,6.9,Drama
8488,8488,Salt of the Earth,7.3,History
8489,8489,Samurai I: Musashi Miyamoto,7.4,Drama
8490,8490,A Star Is Born,7.1,Drama
8491,8491,Three Coins in the Fountain,6.2,Drama
8492,8492,The Wild One,6.9,Drama
8493,8493,The Cobweb,4.3,Drama
8494,8494,It's Always Fair Weather,8.7,Music
8495,8495,Mr. Arkadin,6.8,Crime
8496,8496,Night and Fog,8.3,History
8497,8497,Samurai II: Duel at Ichijoji Temple,7.3,Drama
8498,8498,The Seven Little Foys,6.3,Comedy
8499,8499,The Unknown Soldier,7.8,Drama
8500,8500,Anything Goes,7.5,Comedy
8501,8501,The Burmese Harp,7.7,Drama
8502,8502,Carousel,5.5,Music
8503,8503,Samurai III: Duel at Ganryu Island,7.4,Action
8504,8504,Rodan,5.7,Horror
8505,8505,Barnacle Bill,5.3,Comedy
8506,8506,Chase a Crooked Shadow,7.1,Mystery
8507,8507,Fiend Without a Face,5.9,Horror
8508,8508,Jailhouse Rock,5.8,Drama
8509,8509,Man of a Thousand Faces,6.2,Drama
8510,8510,The Spirit of St. Louis,6.4,Action
8511,8511,The Undead,4.4,Fantasy
8512,8512,Zero Hour!,6.7,Drama
8513,8513,Carve Her Name with Pride,5.4,Drama
8514,8514,Corridors of Blood,6.3,Drama
8515,8515,Giants and Toys,5.8,Comedy
8516,8516,The Last Hurrah,7.5,Drama
8517,8517,Machine-Gun Kelly,6.6,Crime
8518,8518,Teacher's Pet,6.5,Comedy
8519,8519,Torpedo Run,5.8,War
8520,8520,The Vikings,6.7,Action
8521,8521,Al Capone,6.9,Action
8522,8522,Picnic on the Grass,6.1,Romance
8523,8523,Invisible Invaders,4.9,Horror
8524,8524,The Human Condition II: Road to Eternity,8.5,War
8525,8525,Fires on the Plain,7.8,Drama
8526,8526,North West Frontier,7.1,Drama
8527,8527,The Nun's Story,7.4,Drama
8528,8528,Pickpocket,7.3,Crime
8529,8529,Floating Weeds,7.7,Drama
8530,8530,The Young Philadelphians,7.1,Drama
8531,8531,The Leech Woman,4.8,Horror
8532,8532,When a Woman Ascends the Stairs,8.1,Drama
8533,8533,The Sundowners,6.8,Drama
8534,8534,Sunrise at Campobello,6.3,Drama
8535,8535,The Bad Sleep Well,7.7,Crime
8536,8536,Bachelor in Paradise,7.2,Comedy
8537,8537,The Deadly Companions,4.8,Action
8538,8538,The Four Horsemen of the Apocalypse,5.8,Drama
8539,8539,The Intruder,6.4,Drama
8540,8540,Murder She Said,7.0,Drama
8541,8541,The Human Condition III: A Soldier's Prayer,8.4,War
8542,8542,Paris Blues,5.1,Romance
8543,8543,Taste of Fear,6.7,Horror
8544,8544,Advise & Consent,7.5,Drama
8545,8545,David and Lisa,6.7,Romance
8546,8546,Eegah,2.8,Horror
8547,8547,Harakiri,8.2,Action
8548,8548,The Loneliness of the Long Distance Runner,7.5,Drama
8549,8549,The Music Man,6.7,Comedy
8550,8550,Mutiny on the Bounty,6.5,Adventure
8551,8551,An Occurrence at Owl Creek Bridge,8.5,Drama
8552,8552,The Four Days of Naples,7.5,Sin Dato
8553,8553,Il Sorpasso,8.1,Drama
8554,8554,The Wonderful World of the Brothers Grimm,5.8,Fantasy
8555,8555,L'eclisse,7.7,Romance
8556,8556,Les Carabiniers,6.2,Comedy
8557,8557,The Cardinal,6.6,Drama
8558,8558,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,2.7,Horror
8559,8559,The Kiss of the Vampire,6.7,Horror
8560,8560,Love with the Proper Stranger,6.2,Comedy
8561,8561,McLintock!,6.2,Western
8562,8562,Murder at the Gallop,6.3,Drama
8563,8563,A New Kind of Love,6.5,Comedy
8564,8564,The Prize,6.4,Drama
8565,8565,Sunday in New York,5.3,Romance
8566,8566,Crooks in Clover,7.8,Action
8567,8567,36 Hours,6.9,Drama
8568,8568,Becket,7.2,Drama
8569,8569,Behold a Pale Horse,5.0,Drama
8570,8570,The Best Man,6.6,Comedy
8571,8571,"Hush... Hush, Sweet Charlotte",7.0,Crime
8572,8572,The Killers,6.5,Crime
8573,8573,The Naked Kiss,6.7,Crime
8574,8574,Onibaba,7.6,Horror
8575,8575,Robin and the 7 Hoods,6.2,Music
8576,8576,Robinson Crusoe on Mars,6.5,Drama
8577,8577,Spider Baby,7.1,Comedy
8578,8578,The Visit,6.6,Drama
8579,8579,What a Way to Go!,7.2,Comedy
8580,8580,Docking the Boat,6.0,Comedy
8581,8581,The Battle of Algiers,7.8,Drama
8582,8582,A Charlie Brown Christmas,7.5,Animation
8583,8583,Dracula: Prince of Darkness,6.1,Horror
8584,8584,The Hallelujah Trail,6.1,Western
8585,8585,The Heroes of Telemark,5.9,War
8586,8586,The Hill,7.6,Drama
8587,8587,In Harm's Way,6.5,War
8588,8588,Incubus,4.3,Horror
8589,8589,The Loved One,6.7,Comedy
8590,8590,Major Dundee,6.2,War
8591,8591,Operation Crossbow,5.9,Action
8592,8592,Ride in the Whirlwind,6.0,Western
8593,8593,A Thousand Clowns,6.8,Comedy
8594,8594,The Train,7.2,Action
8595,8595,Andrei Rublev,8.0,Drama
8596,8596,Au Hasard Balthazar,7.8,Drama
8597,8597,Batman,6.1,Family
8598,8598,Grand Prix,6.3,Action
8599,8599,Khartoum,5.8,History
8600,8600,Dragon Inn,7.0,Action
8601,8601,Manos: The Hands of Fate,2.0,Horror
8602,8602,Closely Watched Trains,7.3,Comedy
8603,8603,Tokyo Drifter,7.4,Drama
8604,8604,Asterix the Gaul,6.4,Family
8605,8605,"Gappa, the Triphibian Monster",3.9,Horror
8606,8606,Dont Look Back,7.5,Documentary
8607,8607,Fando and Lis,6.8,Fantasy
8608,8608,The Incident,5.9,Thriller
8609,8609,Branded to Kill,7.4,Action
8610,8610,The Bride Wore Black,7.3,Mystery
8611,8611,PlayTime,8.0,Comedy
8612,8612,Point Blank,7.1,Action
8613,8613,The Shooting,6.1,Western
8614,8614,The St. Valentine's Day Massacre,5.8,Drama
8615,8615,Titicut Follies,7.3,Documentary
8616,8616,Tony Rome,6.2,Crime
8617,8617,Two for the Road,7.2,Comedy
8618,8618,Up the Down Staircase,6.2,Drama
8619,8619,The War Wagon,6.6,Western
8620,8620,Asterix and Cleopatra,6.9,Family
8621,8621,The Diamond Arm,7.9,Adventure
8622,8622,Dracula Has Risen from the Grave,6.8,Horror
8623,8623,Head,6.4,Comedy
8624,8624,The Heart Is a Lonely Hunter,7.2,Drama
8625,8625,"I Love You, Alice B. Toklas!",5.8,Comedy
8626,8626,Petulia,6.0,Romance
8627,8627,The Subject Was Roses,7.0,Drama
8628,8628,Sympathy for the Devil,6.5,Documentary
8629,8629,War and Peace,7.5,War
8630,8630,"Yours, Mine and Ours",6.2,Comedy
8631,8631,Alice's Restaurant,5.5,Drama
8632,8632,Camille 2000,6.4,Drama
8633,8633,Colossus: The Forbin Project,7.1,Science Fiction
8634,8634,Death Rides a Horse,6.9,Western
8635,8635,"Goodbye, Mr. Chips",7.1,Drama
8636,8636,Journey to the Far Side of the Sun,6.3,Science Fiction
8637,8637,Last Summer,5.0,Drama
8638,8638,My Night at Maud's,7.6,Comedy
8639,8639,The Magic Christian,6.0,Comedy
8640,8640,Marlowe,6.2,Crime
8641,8641,More,6.5,Romance
8642,8642,The Reivers,5.9,Comedy
8643,8643,Taste the Blood of Dracula,5.9,Horror
8644,8644,The Joke,6.4,Comedy
8645,8645,...tick... tick... tick...,6.2,Drama
8646,8646,Brewster McCloud,6.7,Fantasy
8647,8647,Violent City,6.9,Action
8648,8648,Dirty Dingus Magee,5.8,Comedy
8649,8649,Dodes'ka-den,6.7,Drama
8650,8650,Gamera vs. Jiger,5.5,Action
8651,8651,Claire's Knee,7.4,Drama
8652,8652,"Hi, Mom!",5.8,Comedy
8653,8653,House of Dark Shadows,6.7,Drama
8654,8654,A Swedish Love Story,7.5,Drama
8655,8655,The Landlord,5.5,Drama
8656,8656,On a Clear Day You Can See Forever,6.0,Action
8657,8657,Performance,6.9,Crime
8658,8658,A Trip Down the River,7.8,Comedy
8659,8659,Long Live Death,6.1,Drama
8660,8660,The White Sun of the Desert,7.5,Action
8661,8661,Zabriskie Point,7.1,Drama
8662,8662,The Beguiled,7.0,Drama
8663,8663,The Devils,7.4,Drama
8664,8664,Duel,7.2,TV Movie
8665,8665,Evil Roy Slade,5.9,TV Movie
8666,8666,The Go-Between,6.2,Drama
8667,8667,Johnny Got His Gun,7.2,War
8668,8668,Lawman,6.5,Action
8669,8669,Let's Scare Jessica to Death,6.6,Horror
8670,8670,They Call Me Trinity,7.5,Action
8671,8671,Mon oncle Antoine,8.2,Comedy
8672,8672,A New Leaf,7.1,Comedy
8673,8673,Nicholas and Alexandra,7.0,Romance
8674,8674,Von Richthofen and Brown,6.5,War
8675,8675,Scars of Dracula,5.9,Horror
8676,8676,Support Your Local Gunfighter,6.6,Action
8677,8677,Sweet Sweetback's Baadasssss Song,4.7,Action
8678,8678,El Topo,7.4,Action
8679,8679,The Emigrants,6.8,Adventure
8680,8680,Blood of Ghastly Horror,1.5,Horror
8681,8681,Brother John,6.2,Drama
8682,8682,Dr. Phibes Rises Again,6.2,Comedy
8683,8683,Dracula A.D. 1972,6.0,Horror
8684,8684,Get to Know Your Rabbit,7.0,Comedy
8685,8685,The Tall Blond Man with One Black Shoe,6.9,Comedy
8686,8686,Lone Wolf and Cub: Sword of Vengeance,7.1,Drama
8687,8687,Lone Wolf and Cub: Baby Cart at the River Styx,7.3,Action
8688,8688,Lady Sings the Blues,7.2,Romance
8689,8689,Payday,5.6,Drama
8690,8690,Slither,4.2,Thriller
8691,8691,Trafic,7.4,Comedy
8692,8692,The Mad Adventures of Rabbi Jacob,7.1,Comedy
8693,8693,Charley Varrick,7.0,Action
8694,8694,Dark Star,6.0,Comedy
8695,8695,A Delicate Balance,6.0,Drama
8696,8696,Bram Stoker's Dracula,6.4,Horror
8697,8697,Emperor of the North,6.8,Adventure
8698,8698,Executive Action,6.2,Action
8699,8699,The Glass Menagerie,6.6,Drama
8700,8700,My Name Is Nobody,7.1,Comedy
8701,8701,Invasion of the Bee Girls,4.0,Horror
8702,8702,Lemora: A Child's Tale of the Supernatural,6.4,Horror
8703,8703,Phase IV,5.9,Thriller
8704,8704,Save the Tiger,7.1,Drama
8705,8705,Scarecrow,6.8,Drama
8706,8706,Sisters,6.8,Horror
8707,8707,The Spook Who Sat by the Door,7.0,Action
8708,8708,Theatre of Blood,6.7,Comedy
8709,8709,Five Fingers of Death,6.7,Action
8710,8710,Turkish Delight,7.0,Drama
8711,8711,Walking Tall,6.5,Action
8712,8712,Butley,7.3,Drama
8713,8713,California Split,6.5,Comedy
8714,8714,The Cars That Ate Paris,5.1,Comedy
8715,8715,Conrack,7.1,Drama
8716,8716,The Living Dead at Manchester Morgue,6.3,Horror
8717,8717,Emmanuelle,4.9,Drama
8718,8718,The Phantom of Liberty,7.4,Drama
8719,8719,Flesh for Frankenstein,5.4,Horror
8720,8720,General Idi Amin Dada,6.8,Documentary
8721,8721,Gone in 60 Seconds,6.5,Action
8722,8722,The Groove Tube,5.3,Comedy
8723,8723,Harry and Tonto,7.1,Drama
8724,8724,Hearts and Minds,7.8,Documentary
8725,8725,The Holy Mountain,7.7,Drama
8726,8726,The Little Prince,6.0,Science Fiction
8727,8727,The Terminal Man,6.1,Science Fiction
8728,8728,Thieves Like Us,6.2,Drama
8729,8729,The Adventure of Sherlock Holmes' Smarter Brother,6.1,Comedy
8730,8730,The Adventures of the Wilderness Family,5.0,Drama
8731,8731,"Cousin, Cousine",7.3,Romance
8732,8732,Dolemite,5.5,Action
8733,8733,The Twelve Tasks of Asterix,7.3,Family
8734,8734,Emmanuelle II,4.9,Drama
8735,8735,"Farewell, My Lovely",6.8,Crime
8736,8736,The Fortune,5.3,Comedy
8737,8737,French Connection II,6.6,Action
8738,8738,The Great Waldo Pepper,6.0,Action
8739,8739,The Story of Adele H,6.9,Drama
8740,8740,"The Irony of Fate, or Enjoy Your Bath!",7.2,Drama
8741,8741,Night Moves,6.6,Thriller
8742,8742,The Passenger,7.5,Thriller
8743,8743,Hand of Death,6.1,Action
8744,8744,Sister Street Fighter,7.0,Action
8745,8745,Supervixens,6.4,Comedy
8746,8746,Trilogy of Terror,6.6,Horror
8747,8747,1900,7.5,Drama
8748,8748,Small Change,7.7,Drama
8749,8749,Twenty Days Without War,6.7,War
8750,8750,From Noon Till Three,5.5,Comedy
8751,8751,Futureworld,5.7,Action
8752,8752,Harlan County U.S.A.,7.7,Documentary
8753,8753,Hollywood Boulevard,6.3,Comedy
8754,8754,The Marquise of O,6.1,History
8755,8755,Mistress,6.0,Drama
8756,8756,The Message,7.4,Adventure
8757,8757,The Missouri Breaks,6.2,Drama
8758,8758,A Slave of Love,5.3,Drama
8759,8759,Silver Streak,6.8,Comedy
8760,8760,Up!,5.6,Comedy
8761,8761,Who Can Kill a Child?,6.8,Horror
8762,8762,ABBA - The Movie,6.6,Documentary
8763,8763,Demon Seed,5.9,Horror
8764,8764,High Anxiety,6.5,Comedy
8765,8765,The Man Who Loved Women,7.1,Drama
8766,8766,The Hound of the Baskervilles,5.3,Drama
8767,8767,Place without Limits,7.3,Drama
8768,8768,"New York, New York",6.1,Drama
8769,8769,Providence,7.1,Drama
8770,8770,Sorcerer,7.5,Action
8771,8771,The Turning Point,6.0,Drama
8772,8772,The Rutles: All You Need Is Cash,6.5,Comedy
8773,8773,Brass Target,6.6,Action
8774,8774,Capricorn One,6.4,Drama
8775,8775,The Five Venoms,6.2,Action
8776,8776,Gates of Heaven,6.6,Documentary
8777,8777,Last Hurrah for Chivalry,7.5,Action
8778,8778,Harper Valley P.T.A.,7.0,Comedy
8779,8779,The Hobbit,6.0,Adventure
8780,8780,In Praise Of Older Women,7.3,Drama
8781,8781,Parts: The Clonus Horror,4.1,Horror
8782,8782,The Grapes of Death,6.2,Horror
8783,8783,The Adventures of Picasso,7.6,Comedy
8784,8784,Snake in the Eagle's Shadow,7.2,Action
8785,8785,A Wedding,6.5,Comedy
8786,8786,Best Boy,5.0,Documentary
8787,8787,French Fried Vacation 2,7.4,Comedy
8788,8788,Buffet Froid,6.6,Comedy
8789,8789,Hair,7.3,Drama
8790,8790,I as in Icarus,7.3,Thriller
8791,8791,The In-Laws,6.7,Action
8792,8792,Love at First Bite,5.8,Romance
8793,8793,La Luna,6.9,Drama
8794,8794,Opening Night,7.5,Drama
8795,8795,Quintet,5.6,Drama
8796,8796,Rockers,6.4,Drama
8797,8797,Starting Over,6.9,Comedy
8798,8798,Children's Island,6.3,Drama
8799,8799,Defiance,6.2,Thriller
8800,8800,The Hitch Hikers Guide to the Galaxy,7.2,Adventure
8801,8801,Genocide,0.0,Documentary
8802,8802,Peter-No-Tail,5.7,Romance
8803,8803,Treasure of the Yankee Zephyr,5.4,Action
8804,8804,Smiley's People,8.0,Sin Dato
8805,8805,The Scarlet Pimpernel,6.6,Action
8806,8806,Bad Boys,6.7,Crime
8807,8807,Barefoot Gen,7.6,Animation
8808,8808,Blue Thunder,5.9,Science Fiction
8809,8809,D.C. Cab,5.4,Adventure
8810,8810,The Day After,6.7,TV Movie
8811,8811,Deal of the Century,4.8,Comedy
8812,8812,Doctor Detroit,4.7,Comedy
8813,8813,Eddie Murphy: Delirious,7.7,Comedy
8814,8814,El Norte,6.6,Thriller
8815,8815,Lianna,5.9,Drama
8816,8816,"Merry Christmas, Mr. Lawrence",7.4,Drama
8817,8817,The Pirates of Penzance,5.5,Comedy
8818,8818,The Raiders of Atlantis,6.4,Action
8819,8819,First Name: Carmen,7.1,Drama
8820,8820,Rock & Rule,6.3,Action
8821,8821,Sugar Cane Alley,6.3,Drama
8822,8822,Rumble Fish,6.8,Action
8823,8823,The Makioka Sisters,6.9,Drama
8824,8824,Star 80,6.1,Drama
8825,8825,The Star Chamber,5.6,Action
8826,8826,Strange Invaders,5.2,Horror
8827,8827,Stroker Ace,4.9,Action
8828,8828,To Be or Not to Be,7.0,Comedy
8829,8829,Twilight Zone: The Movie,6.2,Drama
8830,8830,The Fourth Man,6.8,Crime
8831,8831,Suburbia,6.6,Drama
8832,8832,Yellowbeard,5.7,Comedy
8833,8833,One Deadly Summer,7.1,Mystery
8834,8834,Another Country,5.9,Drama
8835,8835,Boy Meets Girl,6.9,Drama
8836,8836,Choose Me,6.0,Comedy
8837,8837,A Christmas Carol,7.1,Drama
8838,8838,Cloak & Dagger,6.2,Adventure
8839,8839,Comfort and Joy,6.5,Comedy
8840,8840,Dangerous Moves,6.1,Drama
8841,8841,Electric Dreams,6.4,Music
8842,8842,The Ewok Adventure,5.9,Adventure
8843,8843,The Hit,6.5,Drama
8844,8844,The Ice Pirates,5.7,Action
8845,8845,Irreconcilable Differences,5.0,Comedy
8846,8846,The Last Polka,5.0,Sin Dato
8847,8847,Next of Kin,5.1,Drama
8848,8848,Full Moon in Paris,7.5,Drama
8849,8849,Racing with the Moon,5.8,Drama
8850,8850,"Silent Night, Deadly Night",5.6,Thriller
8851,8851,The Times of Harvey Milk,7.1,Documentary
8852,8852,Drunken Tai Chi,6.5,Action
8853,8853,What Have I Done to Deserve This?,7.4,Drama
8854,8854,Anne of Green Gables,8.2,Drama
8855,8855,Asterix vs. Caesar,6.5,Comedy
8856,8856,Barbarian Queen,4.6,Adventure
8857,8857,Beer,6.0,Comedy
8858,8858,Bliss,5.2,Comedy
8859,8859,Creator,6.2,Comedy
8860,8860,Death of a Salesman,5.9,Drama
8861,8861,Demons,6.5,Horror
8862,8862,Ewoks: The Battle for Endor,5.4,Adventure
8863,8863,Heaven Help Us,6.9,Comedy
8864,8864,Mr. Vampire,5.8,Action
8865,8865,Police Story,7.3,Action
8866,8866,Mishima: A Life in Four Chapters,7.7,Drama
8867,8867,9 Deaths of the Ninja,6.1,Action
8868,8868,Peter-No-Tail in Americat,6.0,Animation
8869,8869,The Quiet Earth,6.7,Drama
8870,8870,Spies Like Us,5.9,Comedy
8871,8871,The Stuff,5.8,Horror
8872,8872,Target,6.3,Drama
8873,8873,The Unknown Soldier,6.4,Drama
8874,8874,Vision Quest,6.4,Drama
8875,8875,White Nights,6.2,Drama
8876,8876,’Round Midnight,6.7,Drama
8877,8877,Asterix in Britain,6.8,Family
8878,8878,The Best of Times,6.0,Comedy
8879,8879,Club Paradise,4.3,Comedy
8880,8880,Dead End Drive-In,6.4,Action
8881,8881,Flodder,6.6,Comedy
8882,8882,Ginger and Fred,6.6,Romance
8883,8883,Nobody's Fool,6.0,Comedy
8884,8884,The Sacrifice,7.2,Drama
8885,8885,The Park is Mine,5.0,TV Movie
8886,8886,Sherman's March,6.3,Documentary
8887,8887,Solarbabies,5.1,Science Fiction
8888,8888,A Better Tomorrow,7.3,Action
