,title,vote_average,genres
16383,Merrill's Marauders,5.7,Action
16384,Early Spring,8.2,Drama
16385,The Pixar Story,7.7,Documentary
16386,Trouble in Mind,6.8,Crime
16387,Cochochi,5.0,Sin Dato
16388,L.627,6.4,Thriller
16389,White Wedding,6.8,Romance
16390,Embodiment of Evil,5.9,Horror
16391,"It's Not Me, I Swear!",6.9,Comedy
16392,Navajo Joe,5.4,Action
16393,This Night I'll Possess Your Corpse,6.5,Horror
16394,Bad Ronald,6.1,Drama
16395,Crown witness,3.5,Drama
16396,C(r)ook,6.4,Comedy
16397,Hardcover,5.5,Comedy
16398,Band Baaja Baaraat,6.6,Comedy
16399,Kaho Naa... Pyaar Hai,6.7,Drama
16400,Made in Dagenham,6.6,Comedy
16401,Smoke on the Potato Fields,6.0,Drama
16402,Mág,0.0,Sin Dato
16403,The Last Four Days,5.5,War
16404,Samoure,7.8,Drama
16405,The Family Jewels,7.9,Comedy
16406,The Order of Myths,6.5,Documentary
16407,Waste Land,7.6,Documentary
16408,Paternity,7.0,Comedy
16409,Pee-Wee's Playhouse Christmas Special,5.8,Family
16410,Last Night,6.1,Drama
16411,Asphalt,8.3,Drama
16412,Harlan: In the Shadow of Jew Süss,5.0,Documentary
16413,The Bingo Long Traveling All-Stars & Motor Kings,6.4,Comedy
16414,The Goat,7.0,Comedy
16415,Skidoo,4.8,Comedy
16416,The Boat,6.0,Comedy
16417,Cirque du Soleil: Dralion,5.3,Documentary
16418,Cirque du Soleil: Varekai,8.7,Drama
16419,Rasputin,5.4,History
16420,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),7.6,Documentary
16421,Train,4.8,Horror
16422,Mujhse Dosti Karoge!,6.1,Drama
16423,Main Prem Ki Diwani Hoon,4.4,Drama
16424,Mister 880,7.4,Comedy
16425,"Bread, Love and Dreams",6.7,Romance
16426,The Green Hornet,5.5,Action
16427,The Miracle of Our Lady of Fatima,6.0,Drama
16428,A Gathering of Eagles,6.4,Drama
16429,The Play House,6.9,Comedy
16430,The Paleface,6.4,Western
16431,The Way Back,6.8,Drama
16432,The Warrior's Way,6.3,Adventure
16433,Disraeli,4.3,History
16434,Seven Thieves,6.4,Action
16435,Handsome Harry,5.3,Crime
16436,Jacques Brel Is Alive and Well and Living in Paris,0.0,Drama
16437,Cops,6.9,Comedy
16438,Agony: The Life and Death of Rasputin,6.6,Drama
16439,Lolita's Club,4.8,Drama
16440,Ghajini,6.9,Thriller
16441,Fool N Final,2.8,Romance
16442,A Hatful of Rain,7.3,Drama
16443,The Young in Heart,6.4,Comedy
16444,Toys in the Attic,7.5,Drama
16445,Orchestra Wives,5.1,Drama
16446,Leningrad,5.7,War
16447,Fortress of War,7.4,War
16448,Hum Aapke Hain Koun,6.1,Drama
16449,Only Two Can Play,5.8,Comedy
16450,Chinaman,5.6,Comedy
16451,Ong Bak 3,5.2,Action
16452,Season of the Witch,5.2,Adventure
16453,Ricky Gervais Live 4: Science,7.3,Comedy
16454,Outrage,6.7,Action
16455,Madeinusa,6.0,Drama
16456,Hamsun,7.3,Drama
16457,The Two of Us,7.4,Drama
16458,Lola and Billy the Kid,6.8,Drama
16459,The Princess and the Goblin,5.0,Adventure
16460,"Léon Morin, Priest",6.9,Romance
16461,Le Silence de la Mer,7.6,Drama
16462,Stella,6.0,Drama
16463,On the Occasion of Remembering the Turning Gate,7.8,Drama
16464,Macario,7.3,Drama
16465,Will It Snow for Christmas?,7.4,Drama
16466,Eros + Massacre,7.8,Drama
16467,The Dead,6.3,Drama
16468,The Spy in Black,5.5,Thriller
16469,No Return,5.8,Drama
16470,The Marrying Kind,7.8,Comedy
16471,Distance,7.8,Drama
16472,It's Alive,4.0,Horror
16473,"Je t'aime, je t'aime",6.3,Science Fiction
16474,Zotz!,6.5,Comedy
16475,The Letter,4.5,Drama
16476,Amer,6.5,Thriller
16477,The Fern Flower,0.0,Animation
16478,House of Voices,5.2,Horror
16479,Manon,8.0,Crime
16480,Clonehunter,2.7,Science Fiction
16481,Cowboys & Aliens,5.4,Action
16482,The Real McCoy,4.5,Music
16483,Just Like Me,6.3,Comedy
16484,Emma's Bliss,6.9,Drama
16485,Don't Think About It,6.0,Family
16486,Jackpot 2,7.0,Sin Dato
16487,Trog,4.3,Horror
16488,Spring Fever,0.0,Comedy
16489,Riot on Sunset Strip,5.0,Drama
16490,The Guitar Mongoloid,5.4,Drama
16491,Southern District,5.6,Drama
16492,Gen 13,5.5,Action
16493,Facing the Truth,6.7,Drama
16494,L'amour fou,6.8,Documentary
16495,V2: Dead Angel,6.3,Action
16496,My Wife's Relations,6.0,Comedy
16497,The Blacksmith,6.9,Comedy
16498,The Naked Edge,6.8,Mystery
16499,Away with Words,6.3,Comedy
16500,The Strongest Man in the World,5.1,Comedy
16501,Seven Minutes,4.3,Comedy
16502,Gung Ho!,5.1,Action
16503,Anything for Her,6.7,Drama
16504,Cracks,6.6,Drama
16505,A Film Unfinished,6.3,History
16506,Day & Night,7.6,Animation
16507,"Russell Peters: Red, White and Brown",7.2,Comedy
16508,Russell Peters: Outsourced,6.8,Comedy
16509,Plymouth Adventure,5.0,Adventure
16510,The Happy Ending,6.6,Drama
16511,Visit to a Small Planet,5.1,Comedy
16512,Kismet,4.6,Adventure
16513,Marwencol,6.8,Documentary
16514,Scorpio Rising,7.4,Fantasy
16515,The Story of Dr. Wassell,6.3,Drama
16516,Street Angel,7.1,Drama
16517,The Frozen North,5.8,Comedy
16518,The Electric House,7.1,Comedy
16519,Edge,0.0,Action
16520,The Living Wake,5.0,Comedy
16521,The Dilemma,5.2,Comedy
16522,Frankie & Alice,5.7,Drama
16523,Blues in the Night,7.5,Drama
16524,The Gorgeous Hussy,2.5,Drama
16525,Pete 'n' Tillie,6.4,Drama
16526,Wicked Little Things,4.8,Fantasy
16527,Lucky Jordan,0.0,Comedy
16528,Om Jai Jagadish,4.0,Foreign
16529,Day Dreams,6.6,Comedy
16530,Down Argentine Way,5.7,Comedy
16531,The Europeans,5.5,Drama
16532,My Dear Secretary,7.0,Drama
16533,The Trip,7.0,Comedy
16534,Walt & El Grupo,5.3,Documentary
16535,Good Time Max,6.4,Drama
16536,Gravity,6.8,Crime
16537,2012: Time for Change,5.0,Animation
16538,Cool It,6.0,Documentary
16539,Eight Miles High,6.9,Music
16540,Treeless Mountain,6.8,Comedy
16541,Decision at Sundown,7.0,Romance
16542,Beware of a Holy Whore,6.6,Drama
16543,Kisses,6.8,Drama
16544,Phone Call from a Stranger,6.3,Drama
16545,Throw Down,6.7,Drama
16546,Congorama,5.5,Drama
16547,The Nun,7.9,Drama
16548,S21: The Khmer Rouge Death Machine,7.4,Documentary
16549,Poetry,6.9,Drama
16550,Birdwatchers,6.0,Drama
16551,Wittgenstein,6.8,Drama
16552,History Is Made at Night,4.6,Romance
16553,Monte Carlo,4.3,Comedy
16554,"Tuesday, After Christmas",6.5,Drama
16555,City of Pirates,8.3,Drama
16556,Short Night of Glass Dolls,7.5,Horror
16557,The Housemaid,6.2,Thriller
16558,Message from Space,5.9,Action
16559,Five,6.2,Action
16560,The Prowler,6.2,Drama
16561,Limitless,7.1,Thriller
16562,Transcendent Man,6.0,Documentary
16563,Happy People: A Year in the Taiga,7.6,Documentary
16564,Craig's Wife,7.5,Drama
16565,Carrie Fisher: Wishful Drinking,7.0,Comedy
16566,The One And Only,6.0,Comedy
16567,Bandyta,6.3,Drama
16568,Ca$h,5.6,Comedy
16569,Waxworks,6.4,Fantasy
16570,Jud Süß,3.9,Drama
16571,Shogun's Ninja,5.3,Action
16572,Samurai Reincarnation,6.3,Action
16573,Evangelion: 2.0 You Can (Not) Advance,7.7,Animation
16574,I Spit on Your Grave,6.3,Thriller
16575,Corto Maltese: The Ballad of the Salt Sea,7.3,Animation
16576,Mademoiselle Chambon,6.5,Comedy
16577,First Love,6.7,Drama
16578,The Girl by the Lake,6.7,Mystery
16579,The Balloonatic,5.8,Comedy
16580,The Love Nest,6.6,Comedy
16581,Simple Simon,7.6,Comedy
16582,The White Stripes: Under Great White Northern Lights,6.9,Documentary
16583,Aankhen,5.9,Crime
16584,Even the Rain,6.7,Drama
16585,Welcome to the Rileys,6.5,Drama
16586,It Happened on Fifth Avenue,7.0,Comedy
16587,The Organizer,7.7,Crime
16588,Christmas Holiday,6.0,Drama
16589,Back Street,6.4,Drama
16590,Up in Arms,8.0,Drama
16591,The Traveler,5.2,Horror
16592,Chain Letter,3.9,Horror
16593,Zeitgeist: Moving Forward,6.9,Documentary
16594,"Stewart Lee: If You Prefer a Milder Comedian, Please Ask for One",7.3,Comedy
16595,Look What's Happened to Rosemary's Baby,2.0,Horror
16596,The Great Stone Face,4.0,Documentary
16597,Speed & Angels,3.3,Documentary
16598,Torch Song,5.4,Drama
16599,Of Human Hearts,2.3,Drama
16600,Princess O'Rourke,6.5,Comedy
16601,Trial,8.0,Drama
16602,The Whisperers,6.6,Drama
16603,And Now My Love,0.0,Drama
16604,What Women Want,6.3,Romance
16605,Home Alone 4,3.9,Crime
16606,The Code Conspiracy,3.0,Action
16607,"Rich, Young and Pretty",7.0,Music
16608,I Knew It Was You: Rediscovering John Cazale,7.4,Documentary
16609,The Rains of Ranchipur,4.0,Action
16610,No Strings Attached,6.1,Comedy
16611,Boogie Woogie,5.5,Comedy
16612,The Lincoln Lawyer,7.0,Crime
16613,The Rite,5.8,Drama
16614,Dog Pound,7.5,Drama
16615,All Star Superman,6.8,Animation
16616,Less Is More,0.0,Sin Dato
16617,Harlequin,6.1,Drama
16618,And Everything Is Going Fine,5.7,Documentary
16619,Eccentricities of a Blonde-Haired Girl,6.1,Drama
16620,The Right of the Weakest,7.2,Sin Dato
16621,Tale of Cinema,8.4,Drama
16622,The Little Thief,7.0,Drama
16623,Hadewijch,6.8,Drama
16624,The 'Maggie',6.6,Comedy
16625,The Devil's Playground,8.0,Drama
16626,Mysterious Object at Noon,6.1,Documentary
16627,Little Soldier,6.3,Drama
16628,The Rise and Fall of Legs Diamond,5.0,Crime
16629,The Day a Pig Fell into the Well,7.4,Drama
16630,Remember My Name,5.7,Drama
16631,Who's Camus Anyway?,7.0,Drama
16632,The Magic Gloves,5.0,Comedy
16633,Riot in Cell Block 11,6.7,Crime
16634,Nickelodeon,6.4,Comedy
16635,Lucky Lady,0.0,Sin Dato
16636,Suraj Ka Satvan Ghoda,6.2,Drama
16637,The World According to Sesame Street,8.0,Documentary
16638,Raja,4.8,Drama
16639,Silent Souls,6.6,Drama
16640,The Raid,5.6,War
16641,"Belphegor, Phantom of the Louvre",4.2,Fantasy
16642,Girls About Town,0.0,Comedy
16643,Kill!,7.0,Action
16644,Virus X,3.6,Drama
16645,Thirty-Five Something,5.2,Comedy
16646,For Colored Girls,7.0,Drama
16647,Kolberg,5.9,War
16648,The Suspended Vocation,0.0,Drama
16649,A Hole in the Soul,0.0,Documentary
16650,44500 Max,6.0,Sin Dato
16651,Pekka ja Pätkä salapoliiseina,0.0,Sin Dato
16652,Slave Ship,6.3,Adventure
16653,From Prada to Nada,5.0,Comedy
16654,Young Aphrodites,8.0,Drama
16655,Offspring,5.1,Horror
16656,Legend of the Eight Samurai,5.4,Horror
16657,Ninja Wars,5.8,Drama
16658,Country Strong,5.9,Drama
16659,Unknown,6.5,Action
16660,Sanctum,5.8,Action
16661,Cedar Rapids,5.9,Comedy
16662,Tongan Ninja,4.9,Action
16663,Mirrors 2,5.4,Horror
16664,Gnomeo & Juliet,5.8,Animation
16665,Saps at Sea,6.7,Comedy
16666,Skippy,3.3,Drama
16667,Allegheny Uprising,5.2,Western
16668,All the Brothers Were Valiant,0.0,Adventure
16669,Ulysses,6.6,Drama
16670,The Misadventures of Margaret,10.0,Romance
16671,Elizabeth I,7.1,Drama
16672,Pepe,3.5,Comedy
16673,When Ladies Meet,6.0,Comedy
16674,Lloyd's of London,6.5,Drama
16675,Libel,7.3,Drama
16676,My Foolish Heart,10.0,Sin Dato
16677,The Luck of the Irish,6.1,Fantasy
16678,Trader Horn,2.5,Action
16679,They Gave Him a Gun,0.0,Sin Dato
16680,Rage in Heaven,5.6,Sin Dato
16681,Burke & Hare,6.1,Comedy
16682,Hands of the Ripper,5.8,Horror
16683,Castaway on the Moon,8.1,Drama
16684,Army of Crime,6.7,War
16685,Vanishing on 7th Street,4.8,Mystery
16686,Old Man Made in Spain,5.6,Comedy
16687,Tuareg: Desert Warrior,0.0,Action
16688,Slaughter,4.3,Thriller
16689,Open House,4.8,Drama
16690,Werewolves on Wheels,7.4,Action
16691,Fantasma,6.7,Drama
16692,Glitterbug,8.0,Music
16693,Client 9: The Rise and Fall of Eliot Spitzer,6.5,Documentary
16694,Paul,6.5,Adventure
16695,Submarino,7.0,Drama
16696,All the Colors of the Dark,6.8,Thriller
16697,Bellamy,6.1,Drama
16698,The Notorious Landlady,6.0,Comedy
16699,Szamanka,6.5,Drama
16700,What Is It?,5.6,Drama
16701,Eight Diagram Pole Fighter,7.4,Action
16702,The Asphyx,5.7,Fantasy
16703,Milk,6.3,Drama
16704,Midnight Movies: From the Margin to the Mainstream,7.3,Documentary
16705,Hideaway (Le refuge),6.2,Drama
16706,Three Crowns of the Sailor,8.3,Fantasy
16707,Don Quixote,6.6,Drama
16708,Three Kingdoms: Resurrection of the Dragon,6.5,Action
16709,The Spiders - The Diamond Ship,5.8,Adventure
16710,Harakiri,6.5,Drama
16711,Brother 2,7.2,Drama
16712,Emma,7.6,Romance
16713,Judith of Bethulia,5.3,Drama
16714,Desert Flower,7.2,Drama
16715,Adrift in Tokyo,7.2,Comedy
16716,The Cold Light of Day,6.0,Drama
16717,Spider Lilies,6.4,Drama
16718,On Earth as It Is in Heaven,4.6,Comedy
16719,In the Midst of Life,7.0,Drama
16720,At Long Last Love,5.6,Comedy
16721,Bungee Jumping of Their Own,6.6,Drama
16722,The Infidel,6.0,Comedy
16723,The Punch Bowl,6.4,Comedy
16724,The Heart Elsewhere,5.5,Comedy
16725,Run of the Arrow,6.1,Western
16726,Drive Angry,5.3,Fantasy
16727,Rango,6.6,Animation
16728,Thunder Bay,6.0,Adventure
16729,Take Me Home Tonight,6.2,Comedy
16730,Confessions,7.6,Drama
16731,The Adjustment Bureau,6.5,Science Fiction
16732,The Tempest,7.0,Fantasy
16733,Tycoon,6.6,Action
16734,Journey for Margaret,6.4,Drama
16735,God on Trial,8.2,History
16736,Chronicle of the Years of Fire,2.5,Drama
16737,The Long Absence,5.7,Sin Dato
16738,Lapland Odyssey,6.6,Comedy
16739,Edge of Darkness,6.5,Drama
16740,The Magus,6.6,Mystery
16741,Elvis on Tour,7.1,Documentary
16742,Italianamerican,6.6,Documentary
16743,Presumed Guilty,6.3,Documentary
16744,Happythankyoumoreplease,6.4,Comedy
16745,Background to Danger,6.8,Drama
16746,The Given Word,7.2,Drama
16747,Autumn Leaves,6.1,Drama
16748,Cropsey,6.1,Documentary
16749,The Mechanic,6.3,Action
16750,Hall Pass,5.4,Comedy
16751,The Eagle,5.9,Adventure
16752,I Am Number Four,5.9,Action
16753,The Wild and Wonderful Whites of West Virginia,6.5,Documentary
16754,The Assassin Next Door,5.4,Action
16755,Lakota Woman: Siege at Wounded Knee,0.0,Drama
16756,71: Into the Fire,7.0,War
16757,Battle: Los Angeles,5.5,Action
16758,Night of the Eagle,6.7,Drama
16759,Adam Had Four Sons,6.1,Romance
16760,Liliom,0.0,Drama
16761,Dollars,6.6,Drama
16762,Summer Wars,7.4,Animation
16763,Pooh's Grand Adventure: The Search for Christopher Robin,6.3,Animation
16764,Corto Maltese: Under the Sign of Capricorn,8.3,Adventure
16765,Corto Maltese: La maison dorée de Samarkand,6.9,Animation
16766,Public Speaking,6.4,TV Movie
16767,Liliom,6.7,Drama
16768,The Merry Widow,6.5,Romance
16769,Rasen,5.3,Horror
16770,Norwegian Wood,6.6,Drama
16771,The Sunset Limited,7.1,Drama
16772,Ninja Cheerleaders,3.6,Action
16773,Janky Promoters,7.0,Comedy
16774,Twenty-Four Eyes,7.7,Drama
16775,Winnie the Pooh and the Honey Tree,7.8,Animation
16776,Mars Needs Moms,5.6,Adventure
16777,Scooby-Doo! The Mystery Begins,5.7,Mystery
16778,Twisted Nerve,6.4,Drama
16779,Crude,6.4,Documentary
16780,Uncounted,9.0,Documentary
16781,The City of Your Final Destination,5.7,Drama
16782,Anna Magdalena,7.5,Comedy
16783,Fubar II,6.5,Comedy
16784,The Bannen Way,4.9,Action
16785,Scooby-Doo! Curse of the Lake Monster,5.5,Mystery
16786,Black Lightning,5.3,Action
16787,Holy Rollers,6.1,Crime
16788,Medicine for Melancholy,6.9,Drama
16789,Summer Holiday,5.3,Music
16790,The House of Small Cubes,7.9,Animation
16791,Winnie the Pooh and Tigger Too,8.1,Animation
16792,The Money Order,7.8,Comedy
16793,In The City,6.6,Drama
16794,The Country Teacher,6.8,Drama
16795,Trapped Ashes,4.9,Horror
16796,She and Her Cat: Their Standing Points,6.3,Animation
16797,Closing the Ring,6.3,Drama
16798,Hard Ticket to Hawaii,4.4,Action
16799,Elite Squad: The Enemy Within,7.5,Drama
16800,Melissa P.,4.1,Drama
16801,Mesrine: Public Enemy #1,7.3,Action
16802,The Last Lovecraft: Relic of Cthulhu,5.5,Comedy
16803,Cthulhu,4.7,Horror
16804,Herb & Dorothy,7.2,Documentary
16805,The Wildest Dream,6.9,Documentary
16806,Just Go with It,6.3,Romance
16807,For Love of Ivy,6.5,Comedy
16808,Trophy Wife,6.1,Comedy
16809,Emma,0.0,Drama
16810,Mother Carey's Chickens,0.0,Romance
16811,Chang: A Drama of the Wilderness,6.7,Adventure
16812,Mannequin,4.7,Drama
16813,Just Buried,6.3,Comedy
16814,Cave of Forgotten Dreams,7.1,Documentary
16815,Red Riding Hood,5.7,Fantasy
16816,"Big Mommas: Like Father, Like Son",5.3,Crime
16817,Super,6.6,Comedy
16818,A Little Night Music,7.5,Comedy
16819,Täällä Pohjantähden alla II,7.3,Sin Dato
16820,Troll Hunter,6.7,Fantasy
16821,Source Code,7.1,Thriller
16822,Jane Eyre,7.0,Drama
16823,Smilin' Through,3.8,Drama
16824,My Beautiful Dacia,0.0,Sin Dato
16825,Casanova Brown,6.3,Comedy
16826,Kind Lady,7.3,Crime
16827,Wild Is the Wind,7.2,Drama
16828,X-Games The Movie,0.0,Documentary
16829,Sucker Punch,5.9,Action
16830,DeVour,4.9,Horror
16831,Putty Hill,6.7,Drama
16832,That Evening Sun,6.7,Drama
16833,Essential Killing,5.9,Thriller
16834,Map of the Sounds of Tokyo,5.8,Thriller
16835,Bye Bye Brasil,5.6,Drama
16836,"Hugh Hefner: Playboy, Activist and Rebel",7.3,Documentary
16837,The Mourning Forest,6.2,Drama
16838,Journey to the Sun,7.0,Drama
16839,The Kings of Mykonos,5.9,Action
16840,Chalet Girl,6.4,Comedy
16841,Der letzte schöne Herbsttag,7.0,Sin Dato
16842,La suerte está echada,6.3,Sin Dato
16843,The New Daughter,5.2,Horror
16844,Black Bread,6.9,Drama
16845,Alibi,3.3,Action
16846,Winnie the Pooh and a Day for Eeyore,5.9,Animation
16847,The Good Shepherd,4.3,Drama
16848,Eden,5.5,Drama
16849,Games,6.0,Thriller
16850,Noah's Ark,5.0,Drama
16851,Beyond the Front Line,6.4,History
16852,Goldene Zeiten,4.7,Comedy
16853,Connected,7.0,Thriller
16854,Breathing Room,4.1,Horror
16855,Otaku,6.0,Documentary
16856,Reconstruction,6.3,Drama
16857,Diamond Girl,3.3,TV Movie
16858,The Second Civil War,4.7,Drama
16859,Don't You Forget About Me,4.7,Documentary
16860,BURN·E,7.8,Animation
16861,Twilight of a Woman's Soul,6.0,Drama
16862,The Dying Swan,7.3,Drama
16863,Ingrid,0.0,Drama
16864,Sube y baja,5.3,Comedy
16865,Beneath Hill 60,7.2,Drama
16866,Formosa Betrayed,6.5,Action
16867,What No One Knows,5.4,Drama
16868,Senna,8.1,Documentary
16869,Death Note: The Last Name,6.7,Fantasy
16870,Kapitalism: Our Improved Formula,5.0,Documentary
16871,Insidious,6.8,Horror
16872,Meek's Cutoff,6.5,Drama
16873,"Arise, My Love",6.7,Comedy
16874,The Green Years,7.0,Drama
16875,Hobo with a Shotgun,5.7,Action
16876,The Criminal Code,4.0,Crime
16877,Night People,5.8,War
16878,L: Change the World,5.9,Fantasy
16879,Win Win,6.7,Drama
16880,The Jericho Mile,5.1,Drama
16881,Room in Rome,5.6,Drama
16882,Stand by for Action,0.0,Action
16883,Wild Rovers,6.4,Action
16884,The Way to the Stars,3.8,Drama
16885,Tribute to a Bad Man,6.5,Western
16886,The Time That Remains,6.3,Drama
16887,The Swimsuit Issue,5.2,Comedy
16888,Eila,7.5,Sin Dato
16889,Happy Here and Now,0.0,Drama
16890,Bye Bye Braverman,8.7,Comedy
16891,Artois the Goat,4.4,Comedy
16892,River of Grass,7.1,Drama
16893,Dead Space: Downfall,5.9,Animation
16894,Sex Galaxy,2.8,Comedy
16895,Skeleton Man,2.9,Horror
16896,Boy,7.5,Drama
16897,The Necessities of Life,8.3,Drama
16898,Diary of a Wimpy Kid: Rodrick Rules,6.3,Family
16899,Female Vampire,3.8,Horror
16900,Henry's Crime,5.8,Crime
16901,Flodder Does Manhattan!,5.9,Comedy
16902,Milk Brothers,8.4,Comedy
16903,The Chaos Class,6.5,Comedy
16904,Hop,5.5,Animation
16905,A Question of Silence,6.2,Sin Dato
16906,Delta,4.1,Drama
16907,Playing the Victim,5.5,Comedy
16908,Films to Keep You Awake: The Christmas Tale,6.7,Drama
16909,And Along Come Tourists,6.8,Drama
16910,Film Ist.,0.0,Sin Dato
16911,Conflagration,5.5,Drama
16912,Ana and the Others,6.3,Drama
16913,Hababam Sınıfı Uyanıyor,7.5,Sin Dato
16914,Berta's Motives,6.7,Drama
16915,Hababam Sınıfı Tatilde,7.3,Sin Dato
16916,The Girl with the Red Scarf,7.9,Drama
16917,The Nutcracker,5.6,Family
16918,24 City,8.1,Drama
16919,The Arbor,6.1,Documentary
16920,Leap Year,5.1,Drama
16921,The Traveler,5.3,Drama
16922,13 Assassins,7.1,Adventure
16923,On Tour,6.4,Drama
16924,Life Is Hot in Cracktown,7.3,Drama
16925,Koko: A Talking Gorilla,6.2,Documentary
16926,Captive,0.0,TV Movie
16927,Love that Boy,6.5,Sin Dato
16928,Crisis,6.5,Drama
16929,Port of Call,6.6,Drama
16930,Harry And Max,5.0,Drama
16931,White Hell of Pitz Palu,8.0,Drama
16932,Late Chrysanthemums,7.3,Drama
16933,Hanna,6.5,Action
16934,They Made Me a Fugitive,5.8,Drama
16935,Dark City,5.9,Romance
16936,St. George Shoots the Dragon,7.7,Drama
16937,Castle of Purity,7.4,Drama
16938,Warrendale,8.0,Documentary
16939,New Kids Turbo,6.3,Action
16940,Reykjavik Whale Watching Massacre,5.5,Comedy
16941,Easy Money,6.5,Drama
16942,To Joy,7.3,Drama
16943,Grown Up Movie Star,5.5,Drama
16944,Beyond,6.2,Drama
16945,Into Eternity,7.4,Documentary
16946,Daffy Duck's Quackbusters,6.0,Fantasy
16947,American: The Bill Hicks Story,8.0,Comedy
16948,Arthur,5.3,Comedy
16949,Scream 4,6.1,Horror
16950,Rio,6.5,Animation
16951,The Princess of Montpensier,6.4,Action
16952,Dear Heart,8.0,Comedy
16953,The Mudlark,6.0,Drama
16954,The Mouse on the Moon,6.1,Comedy
16955,The Happy Time,5.0,Sin Dato
16956,Gold Diggers of 1937,8.0,Comedy
16957,The Goddess,0.0,Drama
16958,Melancholia,7.0,Drama
16959,Forever Strong,6.9,Drama
16960,Thor,6.6,Adventure
16961,War of the Wildcats,6.3,Western
16962,Jolson Sings Again,6.5,Drama
16963,Spooner,4.4,Comedy
16964,Louis C.K.: Hilarious,8.2,Comedy
16965,Louis C.K.: Chewed Up,8.3,Comedy
16966,Atlas Shrugged Part I,5.0,Drama
16967,Confessions of a Nazi Spy,5.3,Drama
16968,The Journey,7.2,Drama
16969,Louis C.K.: Shameless,7.8,Comedy
16970,Pushover,5.5,Drama
16971,Saint Jack,6.5,Drama
16972,Movie Days,5.5,Sin Dato
16973,Children of Nature,6.0,Romance
16974,Spring Breakdown,5.1,Comedy
16975,Welcome to the South,6.6,Comedy
16976,The Resident,5.3,Thriller
16977,That's What I Am,6.7,Comedy
16978,Kobe Doin' Work,7.3,Documentary
16979,City Streets,6.3,Romance
16980,Two Drifters,5.9,Drama
16981,Women Without Men,6.4,Drama
16982,Outside the Law,6.5,Action
16983,Wrong Rosary,8.0,Drama
16984,The Crimson Kimono,7.2,Romance
16985,Laaga Chunari Mein Daag - Journey of A Woman,4.4,Drama
16986,Outsider,5.0,Drama
16987,Crazy Love,6.5,Comedy
16988,Abominable,4.7,Horror
16989,Love Torn in a Dream,9.0,Sin Dato
16990,Pleasures of the Flesh,6.0,Drama
16991,Sing a Song of Sex,5.0,Comedy
16992,"Silent Night, Deadly Night III: Better Watch Out!",3.6,Horror
16993,The Perils of Pauline,5.6,Comedy
16994,A Good Lawyer's Wife,6.3,Drama
16995,Larks on a String,6.8,Drama
16996,Rabbit Without Ears 2,6.1,Comedy
16997,Mildred Pierce,7.3,Drama
16998,Rien sur Robert,5.2,Drama
16999,Stranded: I've Come from a Plane That Crashed on the Mountains,8.0,Documentary
17000,The Age of the Earth,5.0,Drama
17001,Blind Mountain,7.4,Drama
17002,15,8.0,Sin Dato
17003,Service,5.8,Drama
17004,Flow: For Love of Water,6.4,Documentary
17005,Voices from the List,6.4,Documentary
17006,Japanese Summer: Double Suicide,4.7,Crime
17007,No Blood Relation,7.8,Sin Dato
17008,Crimes of Fashion,3.9,Action
17009,Nichts als Gespenster,6.0,Comedy
17010,The Student of Prague,6.2,Drama
17011,Ito: Diary of an Urban Priest,0.0,Documentary
17012,High School,6.9,Documentary
17013,White Lightnin',7.3,Drama
17014,Alamar,6.7,Documentary
17015,My Friend from Faro,5.8,Drama
17016,Bloomington,6.2,Drama
17017,Water for Elephants,6.7,Drama
17018,Love & Savagery,0.0,Romance
17019,Yolanda and the Thief,3.7,Fantasy
17020,Death Line,6.0,Horror
17021,The Horseman,6.1,Thriller
17022,Foo Fighters: Back and Forth,7.5,Music
17023,The Light Bulb Conspiracy,7.4,Documentary
17024,The Names of Love,7.3,Drama
17025,Storm,6.9,Drama
17026,Day and Night,6.0,Drama
17027,African Cats,7.1,Documentary
17028,My Dog Tulip,7.6,Animation
17029,Tracker,6.0,Action
17030,Ali Baba Goes To Town,6.6,Comedy
17031,The Bachelor Party,7.0,Drama
17032,"A Woman, a Gun and a Noodle Shop",4.8,Comedy
17033,Film Socialisme,6.9,Drama
17034,Kill the Irishman,6.7,Action
17035,Vice,4.8,Action
17036,1612: Chronicles of the Dark Time,5.3,History
17037,Cold Weather,6.4,Mystery
17038,Fast Five,7.1,Action
17039,Shirin,7.1,Drama
17040,They Won't Forget,3.5,Drama
17041,Here Comes the Navy,4.8,War
17042,The Sky's the Limit,6.2,Comedy
17043,The Emperor Jones,3.8,Drama
17044,Babylon,8.7,Drama
17045,Once Upon a Time,6.0,Sin Dato
17046,Louis Theroux: Law and Disorder in Johannesburg,7.3,Sin Dato
17047,The Woman on the Beach,5.7,Drama
17048,"Yes, Giorgio",5.0,Drama
17049,The House of Rothschild,4.8,Drama
17050,Kill Theory,5.4,Horror
17051,The Day They Robbed the Bank of England,6.1,Crime
17052,Reunion in France,5.8,Drama
17053,Cooking up dreams,0.0,Foreign
17054,Daughters of Darkness,5.9,Horror
17055,Kosmos,6.3,Comedy
17056,"Mother Dao, the Turtlelike",8.8,History
17057,Idiots and Angels,6.3,Animation
17058,The Parking Lot Movie,6.5,Documentary
17059,We Are What We Are,5.9,Horror
17060,A Gentle Woman,6.8,Romance
17061,God's Country,7.5,Documentary
17062,Ghosts,6.8,Drama
17063,The Robber,6.7,Drama
